111
126.231 124.166 115.289 95.6949 70.173 47.3666 30.2786 17.8405 9.45833 4.58856 2.0231 0.792961 0.266462 0.0716501 0.0129377 
126.225 124.139 115.216 95.5225 69.7374 46.8377 29.7807 17.4715 9.18716 4.43112 1.94299 0.756957 0.252898 0.0677193 0.0122038 
126.217 124.091 115.057 95.0781 68.9741 45.8613 28.8632 16.8676 8.75684 4.18063 1.81278 0.696597 0.229346 0.0602764 0.0105538 
126.21 124.025 114.805 94.4418 68.0245 44.7564 28.1258 16.0809 8.22019 3.85717 1.63264 0.610902 0.195827 0.0498442 0.00837592 
126.21 123.96 114.47 93.7775 67.2335 44.2082 28.1736 15.5969 7.83562 3.6027 1.48617 0.544686 0.170443 0.0425315 0.00709369 
126.221 123.946 114.282 93.6449 67.556 45.1755 29.2688 16.2908 8.20883 3.75776 1.53453 0.548292 0.167117 0.0400235 0.00625562 
126.251 124.067 114.512 94.265 69.0671 47.2292 31.7919 19.0217 10.2153 4.94507 2.1297 0.799621 0.254393 0.0634159 0.0102067 
126.298 124.353 115.323 95.8021 71.2866 49.4889 34.2685 23.4286 14.4074 7.83405 3.91016 1.75022 0.689371 0.225739 0.0527478 
126.356 124.715 116.412 97.9597 74.0172 51.9297 34.8256 23.3051 14.146 7.6435 3.79976 1.6966 0.658229 0.20932 0.0464629 
126.408 125.033 117.442 99.4637 75.1624 51.2146 31.8893 18.3782 9.60705 4.51789 1.893 0.688362 0.207581 0.0477681 0.00684405 
126.443 125.24 117.904 99.6401 74.01 49.0762 29.3398 15.9536 7.89417 3.5169 1.39018 0.47411 0.133225 0.0281867 0.00362486 
126.449 125.246 117.52 98.4253 72.0388 47.5652 29.001 16.8509 8.73988 4.12429 1.76565 0.670764 0.217819 0.0562557 0.00961024 
126.428 125.053 116.695 96.8031 70.4694 47.0066 30.634 19.2463 10.4627 5.24944 2.41176 0.992468 0.352574 0.101735 0.020299 
126.389 124.778 115.921 95.6163 69.6463 47.6076 31.8849 20.2091 11.4435 5.88315 2.74404 1.11603 0.397103 0.115364 0.0229809 
126.346 124.556 115.523 95.3037 69.5814 47.5294 32.1721 21.9637 13.1787 7.12814 3.56351 1.59763 0.627114 0.203331 0.0469962 
126.306 124.409 115.452 95.6825 70.4552 48.2564 32.5018 22.0289 13.4361 7.3258 3.7062 1.70653 0.69274 0.232125 0.055694 
126.275 124.317 115.462 96.0542 71.1077 49.1196 32.5743 20.6196 11.8853 6.20689 2.96788 1.27398 0.473759 0.142383 0.0293304 
126.253 124.255 115.426 96.0827 71.098 48.7666 31.8512 19.2916 10.6024 5.31523 2.42248 0.982306 0.3412 0.0944463 0.0174337 
126.24 124.206 115.362 95.9073 70.6537 48.0731 30.9985 18.436 9.91465 4.86568 2.16899 0.859077 0.291357 0.0788295 0.0142753 
126.233 124.178 115.319 95.7778 70.3507 47.5981 30.5229 18.0222 9.59595 4.67021 2.06532 0.811813 0.273385 0.0736348 0.0133189 
211
121.186 119.241 110.995 92.6617 68.4059 46.4231 29.7894 17.603 9.35362 4.54545 2.00664 0.787282 0.264757 0.0712351 0.0128692 
121.182 119.221 110.934 92.5072 67.9955 45.9137 29.3042 17.2408 9.08631 4.38981 1.9273 0.751565 0.251285 0.067327 0.012139 
121.177 119.184 110.801 92.1065 67.2774 44.9727 28.409 16.647 8.66146 4.1418 1.79812 0.691602 0.227865 0.0599209 0.0104964 
121.174 119.138 110.594 91.5386 66.3897 43.9107 27.6888 15.8727 8.13065 3.82091 1.61908 0.606339 0.194489 0.0495281 0.00832606 
121.178 119.1 110.326 90.9613 65.6678 43.3971 27.7382 15.3965 7.74949 3.5677 1.47308 0.54026 0.169142 0.0422222 0.00704407 
121.194 119.118 110.212 90.9067 66.0373 44.3733 28.8285 16.0872 8.1203 3.72119 1.52064 0.543584 0.165733 0.0397005 0.00620606 
121.227 119.264 110.506 91.5986 67.5923 46.4538 31.3585 18.8165 10.1255 4.90673 2.11421 0.793953 0.252581 0.0629533 0.0101297 
121.276 119.556 111.341 93.1936 69.9044 48.8365 33.9574 23.297 14.3846 7.83831 3.91818 1.75574 0.692037 0.22669 0.0529691 
121.331 119.904 112.397 95.3302 72.6837 51.3969 34.6756 23.326 14.2191 7.7079 3.84237 1.71997 0.668769 0.21313 0.0474175 
121.378 120.186 113.318 96.6852 73.6959 50.5898 31.6748 18.3301 9.60993 4.52855 1.90033 0.691784 0.20878 0.0480731 0.006891 
121.405 120.343 113.652 96.6783 72.3586 48.2779 28.9849 15.8023 7.83161 3.49224 1.38113 0.471142 0.132407 0.0280138 0.00360264 
121.403 120.307 113.196 95.371 70.2815 46.6454 28.5332 16.6046 8.62178 4.07129 1.74349 0.662422 0.215118 0.0555595 0.00949186 
121.376 120.094 112.359 93.7469 68.6914 46.0448 30.0961 18.9365 10.311 5.17857 2.38056 0.979905 0.34814 0.100459 0.020045 
121.334 119.816 111.603 92.6025 67.9011 46.6447 31.3493 19.9238 11.3068 5.82364 2.72025 1.10761 0.394494 0.114704 0.0228672 
121.29 119.597 111.214 92.2982 67.8421 46.5802 31.642 21.6488 13.0177 7.05476 3.53192 1.58512 0.6227 0.202032 0.0467239 
121.253 119.455 111.135 92.6396 68.6626 47.271 31.9506 21.6997 13.2605 7.24256 3.66849 1.69057 0.686651 0.230167 0.0552369 
121.224 119.369 111.14 92.981 69.2793 48.1024 32.0184 20.3212 11.7372 6.13979 2.93937 1.26287 0.469942 0.141309 0.0291217 
121.205 119.314 111.109 93.0104 69.2745 47.7674 31.3182 19.0239 10.4787 5.26208 2.40133 0.974688 0.33882 0.0938488 0.0173334 
121.194 119.274 111.055 92.8525 68.8579 47.1024 30.4898 18.1867 9.80282 4.81901 2.15096 0.852783 0.289451 0.0783642 0.0141989 
121.189 119.251 111.02 92.7363 68.5733 46.6458 30.0272 17.7812 9.48917 4.6261 2.04843 0.805969 0.271628 0.073207 0.0132483 
-211
121.013 119.171 111.082 92.8721 68.6456 46.6294 29.9436 17.7021 9.40776 4.57189 2.01827 0.791817 0.266278 0.0716465 0.0129448 
121.007 119.143 111.01 92.7069 68.2259 46.113 29.4531 17.3367 9.13835 4.4151 1.93838 0.755871 0.252727 0.0677174 0.0122109 
120.998 119.092 110.852 92.2812 67.4885 45.1587 28.5494 16.7392 8.71128 4.16598 1.80868 0.69568 0.229222 0.0602841 0.0105617 
120.989 119.02 110.601 91.667 66.5667 44.0767 27.8241 15.9622 8.17955 3.84483 1.62949 0.610331 0.195807 0.0498753 0.00838693 
120.984 118.942 110.26 91.0086 65.7837 43.5326 27.872 15.4853 7.79967 3.59293 1.48422 0.544588 0.170573 0.0425995 0.00711056 
120.99 118.905 110.035 90.8196 66.0436 44.4494 28.9398 16.1684 8.16984 3.74794 1.53308 0.548506 0.167373 0.0401243 0.00627703 
121.012 118.986 110.177 91.2947 67.3866 46.3659 31.3635 18.8293 10.1387 4.91962 2.12302 0.7985 0.254434 0.0635169 0.0102367 
121.051 119.22 110.847 92.5933 69.3242 48.3675 33.6117 23.0265 14.1684 7.71752 3.85707 1.72826 0.681399 0.223367 0.0522592 
121.101 119.539 111.809 94.5304 71.7922 50.5579 33.9931 22.7584 13.8199 7.47163 3.71455 1.65791 0.642887 0.204288 0.045297 
121.151 119.838 112.789 96.0139 73.0023 50.0032 31.2537 18.0532 9.45309 4.45129 1.86695 0.679435 0.205032 0.0472108 0.00676826 
121.187 120.054 113.301 96.3567 72.1375 48.1576 28.9377 15.7946 7.83803 3.49984 1.386 0.473409 0.1332 0.0282139 0.00363204 
121.199 120.097 113.044 95.3678 70.4108 46.8279 28.7087 16.7524 8.71829 4.12495 1.7697 0.67348 0.219017 0.0566331 0.00968472 
121.186 119.954 112.349 93.9107 68.9573 46.3205 30.3356 19.1378 10.4374 5.24981 2.4168 0.996228 0.354432 0.102401 0.0204548 
121.156 119.727 111.669 92.8077 68.1514 46.8701 31.5231 20.0456 11.3806 5.86118 2.73716 1.1142 0.396712 0.115308 0.0229796 
121.119 119.537 111.315 92.5112 68.0685 46.7683 31.7827 21.7633 13.0942 7.09612 3.55256 1.5945 0.626465 0.203276 0.047015 
121.085 119.407 111.252 92.8666 68.9056 47.4802 32.1175 21.8403 13.3591 7.29969 3.69924 1.70568 0.69321 0.232532 0.0558495 
121.056 119.322 111.259 93.2168 69.5382 48.3306 32.1992 20.4531 11.8213 6.18598 2.96247 1.27322 0.473947 0.142562 0.0293902 
121.035 119.261 111.221 93.2429 69.5332 47.9924 31.4912 19.1396 10.5456 5.29653 2.41726 0.981202 0.341094 0.0944797 0.01745 
121.022 119.212 111.156 93.0754 69.108 47.3181 30.6525 18.2921 9.86147 4.84812 2.16394 0.857903 0.291181 0.0788315 0.0142839 
121.016 119.184 111.112 92.9512 68.8167 46.8552 30.1842 17.8822 9.54456 4.65325 2.06041 0.810652 0.2732 0.0736318 0.0133262 
321
